album_path,year,missing_tracks,missing_nums,domain,download_url,post_url,match_type
2019 - Androide Sem Par - Ruynas,2019,4,"3,5,6,10",mega.nz,https://mega.nz/#!Q18xHQ4a!GdyQzNKo7-TG90elCxj4cjFo2DyTyCVZIxXEZa5Be6w,https://www.hominiscanidae.org/2019/03/androide-sem-par-ruynas-2019.html,exact
"2019 - Diego Mascate - Na Estrada, Antes da Curva",2019,4,"3,5,6,7",mega.nz,https://mega.nz/#!Ih0hiQiJ!CDRS_ybBJw-geYjm8xFId4OILK7b6Fo2PoTloFbsCFE,https://www.hominiscanidae.org/2019/10/diego-mascate-na-estrada-antes-da-curva.html,exact
2019 - Manoel Cordeiro - Guitar Hero Brasil,2019,4,"4,6,10,11",mega.nz,https://mega.nz/#!otFjnIYa!u-pszhmnJP5_zje4iN3w5iRkLyp434hC_KYjrOjlwsA,https://www.hominiscanidae.org/2019/09/manoel-cordeiro-guitar-hero-brasil-2019.html,exact
2019 - Marcio Teixeira de Mello - Fim de Tarde,2019,4,"3,5,6,10",mega.nz,https://mega.nz/#!I4dXzY6Q!xZrpezh8WFdtczKOxhIxf-QW7ftp3y0Idd3eJDQvF5A,https://www.hominiscanidae.org/2019/06/marcio-teixeira-de-melo-fim-de-tarde.html,exact
2019 - Una - Esquartejada,2019,4,"3,5,9,10",mega.nz,https://mega.nz/#!F4FFmSoC!d8UKDlcJV7WutaOuzIoX7MGKCH7RGtlVmK-grwMlrsM,https://www.hominiscanidae.org/2019/10/una-esquartejada-2019.html,exact
"2019 - Yannick Hara, Rafael Carnevalli - O Caçador de Androides",2019,4,"6,9,10,11",mega.nz,https://mega.nz/#!hwNj2K5K!-1WZ_YoS0QKrbFaago2PJAIi7cpkFnQLnyoc0gEvL0c,https://www.hominiscanidae.org/2019/12/yannick-hara-o-cacador-de-androides-2019.html,exact
2020 - Fluhe - Sobre Nós,2020,4,"4,6,8,9",mega.nz,https://mega.nz/file/sGwzRYzR#AqLJtu6O9okP6pyrpJpnCvfXnsous16QBQObxL68H3s,https://www.hominiscanidae.org/2020/10/fluhe-sobre-nos-2020.html,exact
2020 - Illy - Te Adorando pelo Avesso,2020,4,"4,5,7,10",mega.nz,https://mega.nz/file/cpc2EaIT#F5qf2ICutfRfHi-pwt-hBCIPUTHUZCYw_ILb2nbh54c,https://www.hominiscanidae.org/2020/05/illy-te-adorando-pelo-avesso-2020.html,exact
2020 - Martins - Hominis Canidae #117 - Fevereiro,2020,4,"4,9,10,16",mega.nz,https://mega.nz/#!EsVGiYqZ!BnT7Oqz1DEbTyqTvfgIvIDAMactWYggOwLKC-GIAL2c,https://www.hominiscanidae.org/2020/02/martins-martins-2019.html,exact
2020 - Pablo Lanzoni - Valentia Tempo Voz,2020,4,"5,6,7,8",mega.nz,https://mega.nz/file/IPoWTYBZ#HUAUbXZpqkW2uFlK9tj8C_7kjF2PPuTx5vFZFjkiiK4,https://www.hominiscanidae.org/2021/04/pablo-lanzoni-valentia-tempo-voz-2020.html,exact
2020 - Rashid - Tão Real,2020,4,"5,9,10,13",mega.nz,https://mega.nz/#!JkVmUCTL!OQZlCYqjWIfcpS9v5qQR1M2fCdJ8kZKq3GRvi_W9R2s,https://www.hominiscanidae.org/2020/02/rashid-tao-real-2020.html,exact
2021 - Ala Mil - Cafonália,2021,4,"10,11,14,16",mega.nz,https://mega.nz/file/rltmnTTQ#FxmpJKzxXA25aUzjDJW-VbSzzagYX-xDKwqqnjQooAk,https://www.hominiscanidae.org/2022/08/ala-mil-cafonalia-ou-disco-da-xuca.html,exact
2021 - Don L - Roteiro para Aïnouz (Vol. 2),2021,4,"8,9,13,15",mega.nz,https://mega.nz/file/0axl2YhI#dUOwLY6lwVnc9Wx4bk4LTF3Tw44VQQI1arI9ifR08CA,https://www.hominiscanidae.org/2021/12/don-l-roteiro-para-ainouz-vol-2-2021.html,exact
2021 - EDD Bin - Não digo nem meu nome,2021,4,"7,8,9,10",mega.nz,https://mega.nz/file/dCozUarB#uV4ykO8vRT3HKdf7SpQntwVoS3xZEX1MExVwZfnwEV8,https://www.hominiscanidae.org/2021/07/edd-nao-digo-nem-meu-nome-2021.html,fuzzy:0.89
2021 - Tiago Araripe - Terramarear,2021,4,"4,5,6,12",mega.nz,https://mega.nz/file/AXJGCJ6D#Bha_PXiJmb8gwTkmh5azQ62vduebOI-itegc4oxlz-o,https://www.hominiscanidae.org/2021/08/tiago-araripe-terramarear-2021.html,exact
2022 - Arthus Fochi José Delgado - Ano Sabático,2022,4,"4,7,10,11",mega.nz,https://mega.nz/file/qwc3GYwQ#DWN0b8ixiiSnTymCxN3r-A9de6bGWizNR-eDJ0W9OxQ,https://www.hominiscanidae.org/2022/07/arthus-fochi-ano-sabatico-2022.html,exact
2022 - BK Sango Gigantes - ICARUS,2022,4,"7,9,10,11",mega.nz,https://mega.nz/file/2h0RXbYa#PQsk2-_FEuYVHHrzFsgarXzW3vFu5i8BeQEzc7do9rg,https://www.hominiscanidae.org/2022/11/bk-gigantes-jxnv-icarus-2022.html,exact
2022 - Decurso Drama - Disfarce,2022,4,"3,4,5,7",mega.nz,https://mega.nz/file/L5EwABaJ#ZjlCz6WL3QMxXTkOV1GKODIlKmRhzkUV9v4wKjku8zw,https://www.hominiscanidae.org/2022/12/decurso-drama-disfarce-2022.html,exact
2022 - Devotos - Punk Reggae,2022,4,"4,5,6,8",mega.nz,https://mega.nz/file/DksVUbhA#SwP4AdYF5fs18LGpHrU2jaNoPI8eJpsQwcxYYtVZIwM,https://www.hominiscanidae.org/2022/05/devotos-punk-reggae-2022.html,exact
2022 - Faca Preta - Resistir,2022,4,"4,8,9,10",mega.nz,https://mega.nz/file/O0MVCDSa#1LQPYj7l2ol1hj-eav4Y5CncbG6JNBZsQlPicQN3xXk,https://www.hominiscanidae.org/2022/09/faca-preta-resistir-2022.html,exact
2022 - Gabi Farias Gramophone - Enchente,2022,4,"4,6,7,8",mega.nz,https://mega.nz/file/y5sFwaCQ#tVZoNhMmEp_zycbkcU492pevTbHSqYpgrl4yh_GTbc8,https://www.hominiscanidae.org/2022/03/gabi-farias-enchente-2022.html,exact
2022 - Luedji Luna - Bom Mesmo é Estar Debaixo D'Água Deluxe,2022,4,"3,8,11,12",mega.nz,https://mega.nz/file/28dkAR7b#TBZ7WzrO3qsEbRCCF8P9SKDe0vIM1TT9qdnAPuQSATk,https://www.hominiscanidae.org/2020/11/luedji-luna-bom-mesmo-e-estar-debaixo.html,exact
2022 - Mundhumano - Os Deuses Que Dançam,2022,4,"4,5,7,8",mega.nz,https://mega.nz/file/v8Fz2RiR#2u_V7B4NTeKRMWBE1RcDx6EW658hjBtTQf8rdin7PZ8,https://www.hominiscanidae.org/2022/12/mundhumano-os-deuses-que-dancam-2022.html,exact
2022 - Raya - Tô,2022,4,"4,5,6,7",mega.nz,https://mega.nz/file/KgUCgJrL#20exrbGjJqNUtG-wD7RDhQ5G194IAMMW2d2jZAhLL5M,https://www.hominiscanidae.org/2022/07/raya-to-2022.html,exact
2022 - agda - Agda,2022,4,"7,8,11,15",mega.nz,https://mega.nz/file/b81DjLyB#v5eyZJFqiA83DLhLBhNEBuzKZj3xWcxbbYRTtgvAOzo,https://www.hominiscanidae.org/2023/04/agda-agda-2022.html,exact
2023 - Bule - dançando sem ninguém me ouvir,2023,4,"5,6,7,8",mega.nz,https://mega.nz/file/sGgWQZSY#UXrsGZwtYl3RtbVwvP6XCq5c5TgtHt7pmqJf7QxhINo,https://www.hominiscanidae.org/2023/07/bule-dancando-sem-ninguem-me-ouvir-2023.html,exact
2023 - Cronixta Felipe Cordeiro - Wi-Fi da Floresta,2023,4,"3,4,6,7",mega.nz,https://mega.nz/file/1CJ0HCQZ#T81WEct7uMuHmgXx3A2EeLpqeHNgshFWlPF4hSrFChU,https://www.hominiscanidae.org/2023/10/cronixta-wi-fi-da-floresta-2023.html,exact
"2023 - Jotaerre Ludmila Singa - Depois da Tempestade, Pt. 1",2023,4,"7,8,12,14",mega.nz,https://mega.nz/file/gTIjkLIS#ncZfyqBqkDBNy7gZZPVgPKO4SP5D0Mxg5YZx01tfNsg,https://www.hominiscanidae.org/2023/11/jotaerre-depois-da-tempestade-pt-1-2023.html,exact
2023 - Materia Prima GORIBEATZZ - No Intervalo do Fim,2023,4,"4,5,8,9",mega.nz,https://mega.nz/file/ALhkTTAZ#2AWHYIaiJY18Pvx2bj2yX08eszVuAQmGvrawTWSAxa0,https://www.hominiscanidae.org/2023/12/materia-prima-goribeatzz-no-intervalo.html,exact
2023 - Matheus Mota Matheus Dalia Bruno Duarte Rodrigo Marques - Tribufu,2023,4,"6,7,9,11",mega.nz,https://mega.nz/file/3ocC0YYL#8dXOIycwZT92KrN-lfSyxp--S62IL1ieFRIPeGlH990,https://www.hominiscanidae.org/2023/02/matheus-mota-tribufu-2023.html,exact
2023 - Os Roucos - Movimento Contínuo,2023,4,"3,4,9,11",mega.nz,https://mega.nz/file/IWZwybiS#Meih_UQXyGfwT_1K6q3CMedSzTIchy6XkrTjSLIFf4Y,https://www.hominiscanidae.org/2023/05/os-roucos-movimento-continuo-2023.html,exact
2023 - Tori - Hominis Canidae #153 - Fevereiro,2023,4,"6,7,8,10",mega.nz,https://mega.nz/file/ilFinbhK#yeMUDJ1M2tOTcT6VbGwjazP7vE_SwS_1iTcVw1ihZOU,https://www.hominiscanidae.org/2023/02/tori-descese-lado-e-b-2023.html,exact
2024 - Duxy - Noites em Claro,2024,4,"4,6,10,11",mega.nz,https://mega.nz/file/RTIQCQRR#aEVax439S55EuIKuY_zr1JUeHyS3AbFHyxYcxw-JTn0,https://www.hominiscanidae.org/2024/05/duxy-noites-em-claro-2024.html,exact
2024 - El Coffee Riff - Maciço,2024,4,"3,4,8,10",mega.nz,https://mega.nz/file/5HpQHJrY#wZn5GWHkY1lCDOfG-c1bjz4_EYAvvM1cJ1OJIeNG1vs,https://www.hominiscanidae.org/2024/03/el-coffee-macico-2024.html,exact
2024 - Paula Cavalciuk - Pangeia,2024,4,"5,7,9,11",mega.nz,https://mega.nz/file/sWZzEA5b#yImcaE-RUaMnMyOb-mtDlhTpdOGxxWrT8jiPU_y01J8,https://www.hominiscanidae.org/2024/04/paula-cavalciuk-pangeia-2024.html,exact
2025 - BaianaSystem Dino d'Santiago Antônio Carlos & Jocafi - O Mundo Dá Voltas,2025,4,"3,4,5,9",mega.nz,https://mega.nz/file/MH1GgCIR#x7L5lv--gHcwec2_c06UHPgq1M-1zpapxWwy71av97w,https://www.hominiscanidae.org/2025/01/baianasystem-o-mundo-da-voltas-2025.html,exact
2025 - Continue - Imenso Nada,2025,4,"3,4,5,10",mega.nz,https://mega.nz/file/8W9xDDhA#WCBJWlKtZhRFrIOj5fLtxkluN5WYRmPVG-1CPczmqsA,https://www.hominiscanidae.org/2025/08/continue-imenso-nada-2025.html,exact
2025 - DIMAS - inferno de verão,2025,4,"4,6,7,8",mega.nz,https://mega.nz/file/ZW1yCCqA#pNpaZmJl3rQI535SW2K3sxbREnecLNRqOVw0zpzStgQ,https://www.hominiscanidae.org/2025/12/dimas-inferno-de-verao-2025.html,exact
2025 - Elisa de Sena - Orgânica,2025,4,"5,7,8,10",mega.nz,https://mega.nz/file/4e0EVBiD#DCmQPyQll0cKw14kOKYFOgUB7KweIdBCNEjsPaHmclU,https://www.hominiscanidae.org/2025/12/elisa-de-sena-organica-2025.html,exact
2025 - Emicida; Dona Jacira; Amaro Freitas; Henrique Albino - Emicida Racional VL 2 - Mesmas Cores & Mesmos Valores,2025,4,"3,5,6,8",mega.nz,https://mega.nz/file/bFVWFBaa#rLTM-5ZpDwKMZNjFZh-kn-pUuF24-ugQy5mU2oPy5W4,https://www.hominiscanidae.org/2025/12/emicida-emicida-racional-vl-2-mesmas.html,exact
"2025 - Isaackito, Charel - Mobile Studio Bahia 2025",2025,4,"5,8,9,13",mega.nz,https://mega.nz/file/YPtkXTzB#3zpv-gllfVh2v-gvnjzquu4hEswByhWZ-tLwk9VJyEo,https://www.hominiscanidae.org/2025/07/isaackito-charel-mobile-studio-bahia.html,exact
2025 - Jup do Bairro - Juízo Final,2025,4,"4,5,9,13",mega.nz,https://mega.nz/file/JX80lByC#2eCnrQLUSaEN9_BPN9Bl-LotVMCq4SB22dSIqtPQN90,https://www.hominiscanidae.org/2025/11/jup-do-bairro-juizo-final-2025.html,exact
2025 - Matanza Ritual - A Vingança é Meu Motor,2025,4,"8,10,11,12",mega.nz,https://mega.nz/file/UKc1nLKT#UlcCc794EsLHgXmZf_-oIp4pEa2ijQDm7mghogdbw78,https://www.hominiscanidae.org/2025/04/matanza-ritual-vinganca-e-meu-motor-2025.html,exact
2025 - Rael - Onda,2025,4,"7,9,10,12",mega.nz,https://mega.nz/file/YWcXiYpI#VsjiUekfLJjNuDDjpg-yuF-nu6pistRlzUUsvb3eiJw,https://www.hominiscanidae.org/2025/05/rael-onda-2025.html,exact
"2025 - SUPERALMA - Todo Tempo Que Virá Depois Desse Momento, Vol. 2",2025,4,"4,5,10,11",mega.nz,https://mega.nz/file/2JdiATbB#K_QKuFp0oLkdmejIXMiIAcYPXXC-JxyizGVm74GLNRs,https://www.hominiscanidae.org/2026/01/superalma-todo-tempo-que-vira-depois.html,exact
2026 - Cidadão Instigado - Cidadão Instigado,2026,4,"3,8,10,11",mega.nz,https://mega.nz/file/z2Zh3A4b#__ql7D-zlm-G10FSAC2eOhIQT71qpbNBNhpnTmGbXP4,https://www.hominiscanidae.org/2026/05/cidadao-instigado-cidadao-instigado-2026.html,exact
2007 - Animal Collective - 2007-10-01 - Webster Hall,2007,4,"9,10,11,12",mir.cr,http://mir.cr/PBBIU4XR,https://www.hominiscanidae.org/2013/01/animal-collective-ao-vivo-terminal-5.html,exact
2016 - Oxente Uai - Feito Passarim,2016,4,"4,5,6,8",oxenteuai.com.br,http://www.oxenteuai.com.br/download/Oxente-Uai-Feito-Passarim.zip,https://www.hominiscanidae.org/2016/07/oxente-uai-feito-passarim-2016.html,exact
2014 - Rumbo Reverso - Hominis Canidae #47- Abril,2014,4,"5,9,12,14",rumboreverso.com,http://www.rumboreverso.com/download.php,https://www.hominiscanidae.org/2014/04/rumbo-reverso-i-2013.html,exact
2015 - Kovtun - Androginóforo,2015,4,"8,9,11,12",sinewave.com.br,http://sinewave.com.br/albums/kovtun/sw0138.kovtun_androginoforo.zip,https://www.hominiscanidae.org/2015/02/kovtun-androginoforo-2015.html,exact
2014 - Tiago Frugoli - A Fita de Batidas,2014,4,"13,18,19,24",tiagofrugoli.bandcamp.com,http://tiagofrugoli.bandcamp.com/download?enc=any&from=email&id=4141150312&payment_id=246407089&sig=91530f663956da4d87ad53058a38d89a&type=album,https://www.hominiscanidae.org/2012/09/tiago-frugoli-2011.html,exact
2010 - Apanhador Só - Apanhador Só,2010,3,"3,7,9",apanhadorso.com,http://www.apanhadorso.com/Apanhador%20S%C3%B3%20-%20Apanhador%20S%C3%B3%20%282010%29.rar,https://www.hominiscanidae.org/2010/07/apanhador-so-apanhador-so.html,exact
2022 - Substância Negra - Jardins Efemeros (ou Que o Luto se torne saudade),2022,3,"8,9,10",archive.org,https://archive.org/compress/ncp-11-1/formats=VBR%20MP3&file=/ncp-11-1.zip,https://www.hominiscanidae.org/2022/07/substancia-negra-jardins-efemeros-ou.html,exact
2023 - Putrefarina333 - Canção Veloz Selvagem e Meio Besta para Pessoas Apressadas,2023,3,"4,5,6",archive.org,https://archive.org/download/putrefarina333canssaumveloz/_NCP11~1.RAR,https://www.hominiscanidae.org/2023/05/putrefarina-333-cancao-veloz-selvagem-e.html,exact
2024 - bruxa do mangue - marianna and júlia,2024,3,"7,8,9",archive.org,https://archive.org/compress/mariannaandjulia/formats=VBR%20MP3&file=/mariannaandjulia.zip,https://www.hominiscanidae.org/2024/08/bruxa-do-mangue-marianna-and-julia-2024.html,exact
2015 - VICTIM! - Hominis Canidae #60 - Maio,2015,3,"8,9,16",bandcamp.com,https://bandcamp.com/download?id=1627269590&ts=1430489932.3193410176&tsig=77dd0b659a4c347153852c13f3a7cfd4&type=album,https://www.hominiscanidae.org/2015/05/victim-pertuis-2015.html,exact
2016 - Pantomime Jazz - Hominis Canidae #70 - Março,2016,3,"10,13,15",bandcamp.com,https://bandcamp.com/download?id=1550979858&ts=1456758863.2286949065&tsig=8039cc459f0a71d993433e86e119bb7c&type=album,https://www.hominiscanidae.org/2016/03/pantomime-jazz-fingers-2016.html,exact
2016 - VERMES DO LIMBO - Hominis Canidae #72 - Maio,2016,3,"9,10,14",bandcamp.com,https://bandcamp.com/download?id=368774885&ts=1462018338.1954684911&tsig=875d50728b9abcac90efe7ddc1c7048b&type=album,https://www.hominiscanidae.org/2016/05/vermes-do-limbo-ep-vrmsxx-2016.html,exact
2018 - Abdala Pacheco - Hominis Canidae #101 - Outubro,2018,3,"11,13,14",bandcamp.com,https://bandcamp.com/download?id=2307440608&ts=1538508432.2503167933&tsig=3ac25dfb8696ee5d847f75ee424c0029&type=album,https://www.hominiscanidae.org/2018/10/abdala-pacheco-selva-de-pedra-2018.html,exact
"2025 - @mattxs - Ditirambos, Canto II O Totem e o Martelo",2025,3,"4,5,6",bandcamp.com,https://bandcamp.com/download?fsig=6fcdf30a637ee9c1d7476081d844b861&id=4019731338&ts=1759713284.3126758029&type=album,https://www.hominiscanidae.org/2025/10/mattxs-ditirambos-canto-ii-o-totem-e-o.html,exact
2025 - pandUkkyi - HyperHits (2),2025,3,"8,12,16",bandcamp.com,https://bandcamp.com/download?fsig=8ba475e294398a612e40c74362833314&id=1393941375&ts=1754135395.3563503609&type=album,https://www.hominiscanidae.org/2025/08/pandukkyi-hyperhits-2025.html,exact
2013 - Boogarins - Hominis Canidae #36 - Maio,2013,3,"11,13,16",boogarins.com,http://www.boogarins.com/,https://www.hominiscanidae.org/2013/05/boogarins-as-plantas-que-curam-2013.html,exact
2014 - Diego Mascate - A.C,2014,3,"7,9,11",diegomascate.com.br,http://diegomascate.com.br/cd_diegomascate.zip,https://www.hominiscanidae.org/2015/02/diego-mascate-ac-2014.html,exact
2019 - Isidoro Pilsen - Isidoro Pilsen,2019,3,"8,9,12",dl.dropboxusercontent.com,https://dl.dropboxusercontent.com/u/1980909/ISIDORO_PILSEN_2.zip,https://www.hominiscanidae.org/2013/11/isidoro-pilsen-ep-2-2013.html,exact
2024 - Daniel Shadow DJ Erik Skratch - Cores e Cinzas,2024,3,"4,5,7",drive.google.com,https://drive.google.com/file/d/1Nlaj6CwTUBZwxcZgskN7kVPM6TPOUsQE/view?usp=sharing,https://www.hominiscanidae.org/2025/02/daniel-shadow-cores-e-cinzas-2024.html,exact
2024 - Flecha Kabal - Enfer,2024,3,"6,7,8",drive.google.com,https://drive.google.com/file/d/1MFM7LnKDStVgacZ9Lq8L9GjRIh8QVNuo/view?usp=sharing,https://www.hominiscanidae.org/2024/12/flecha-kabal-enfer-2024.html,exact
2024 - Gabriel Acaju - A História de Criança Em Sagacidadinheiro,2024,3,"5,6,7",drive.google.com,https://drive.google.com/file/d/1voXNg1sFaPh2_QznN0pdTzlJk0GIOuKP/view?usp=sharing,https://www.hominiscanidae.org/2024/10/gabriel-acaju-historia-de-crianca-em.html,exact
2024 - Joni Mochakk - Talismã,2024,3,"4,5,6",drive.google.com,https://drive.google.com/file/d/1fsG92dndesb7eCoFfusUoiyVYukYAJ4q/view?usp=sharing,https://www.hominiscanidae.org/2024/11/joni-talisma-2024.html,exact
2024 - Juliano fm Costa - Vida Real,2024,3,"3,5,6",drive.google.com,https://drive.google.com/file/d/1-NLYX7f_dik8AZ-KMYg_5SGQ9EYWlcWa/view?usp=sharing,https://www.hominiscanidae.org/2025/01/juliano-fm-costa-vida-real-2024.html,exact
2024 - Life Aquatic Mariana Oliveira - Apneia,2024,3,"4,6,8",drive.google.com,https://drive.google.com/file/d/1JNHWYx7Z1nHgKkVYwnWOmxBF4YBXUi_q/view?usp=sharing,https://www.hominiscanidae.org/2024/10/life-aquatic-apneia-2024.html,exact
2024 - Lotzse - excelentes exceções,2024,3,"6,7,8",drive.google.com,https://drive.google.com/file/d/1u-VGiTtaiRezIWqb7GghaSocFWAuPmxb/view?usp=sharing,https://www.hominiscanidae.org/2025/01/lotzse-excelentes-excecoes-2024.html,exact
2024 - Malu Maria - NAVE PÁSSARO,2024,3,"4,5,6",drive.google.com,https://drive.google.com/file/d/1RFPFGE_VYoxA7npDQfmSIx8DH7T5d1ur/view?usp=sharing,https://www.hominiscanidae.org/2024/06/malu-maria-nave-passaro-2024.html,exact
2024 - Marcos Gabriel Faria - Papel Pardo,2024,3,"8,10,13",drive.google.com,https://drive.google.com/file/d/1gfMPo4DoTg-aUqRn-zPdGfNihzr4FOpq/view?usp=sharing,https://www.hominiscanidae.org/2024/05/marcos-gabriel-faria-papel-pardo-2024.html,exact
2024 - Masterholic Bonovo - Invasão do Pequi (Live),2024,3,"5,7,8",drive.google.com,https://drive.google.com/file/d/1A6VwQSwqXVaYQ8aSNrYKrOq-MsHjmpRr/view?usp=sharing,https://www.hominiscanidae.org/2024/10/varios-artistas-invasao-do-pequi-live.html,exact
2024 - Matheus Who - Iconoclasta,2024,3,"4,6,8",drive.google.com,https://drive.google.com/file/d/1HNuRc7ZBUkoryUHtIb_kSCg3PdXGJMER/view?usp=sharing,https://www.hominiscanidae.org/2024/12/matheus-who-iconoclasta-2024.html,exact
2024 - Mundo Video - Noite de Lua Torta,2024,3,"5,6,7",drive.google.com,https://drive.google.com/file/d/1MUY1HMbktLBx4x0CDGFJNmlBECfEaj_o/view?usp=sharing,https://www.hominiscanidae.org/2024/12/mundo-video-noite-de-lua-torta-2024.html,exact
2024 - PC Silva - Me Dê Notícias do Universo,2024,3,"5,8,10",drive.google.com,https://drive.google.com/file/d/1_ihlkfncj-Aois5dFUnwA_p5FgbEx52g/view?usp=sharing,https://www.hominiscanidae.org/2025/02/pc-silva-me-de-noticias-do-universo-2024.html,exact
2024 - Thalin Cravinhos VCR Slim Marilia Medalha Pirlo iloveyoulangelo - Maria Esmeralda,2024,3,"5,6,13",drive.google.com,https://drive.google.com/file/d/1R9zgbozUbGGr1gj-C_xznY85ky8Hptvt/view?usp=sharing,https://www.hominiscanidae.org/2024/10/thalin-cravinhos-vcr-slim.html,exact
2024 - nabru cjr beatz - Desenredo,2024,3,"10,11,14",drive.google.com,https://drive.google.com/file/d/1LHuqz7dRayaY1a8eNFuBHqgqP2x9xJa4/view?usp=sharing,https://www.hominiscanidae.org/2024/12/nabru-desenredo-2024.html,exact
2025 - Cidade de Ateus - Pós Madrugada,2025,3,"4,5,6",drive.google.com,https://drive.google.com/file/d/1vNUiF9A9bKHTIxwIhqZF8G87n8nBjY_0/view?usp=sharing,https://www.hominiscanidae.org/2025/02/cidade-de-ateus-pos-madrugada-2025.html,exact
2025 - Felipe - PRISMA,2025,3,"7,8,9",drive.google.com,https://drive.google.com/file/d/19rHPBgxRA7o7B5gK4QJv1m-Gyq36mfVk/view?usp=sharing,https://www.hominiscanidae.org/2025/05/felipe-prisma-2025.html,exact
2025 - Juliano fm Costa - Chamar Alguém de Amor,2025,3,"5,8,9",drive.google.com,https://drive.google.com/file/d/1FlZk4tV_kWGuMsSWTVZm9ibS_i6eUYL1/view?usp=sharing,https://www.hominiscanidae.org/2025/07/juliano-fm-costa-chamar-alguem-de-amor.html,exact
2025 - Materia Prima - Depois que a Onda passa,2025,3,"7,8,10",drive.google.com,https://drive.google.com/file/d/1pEgkk3_3ArN-3lYuwKNdy4w_278DdBHl/view?usp=sharing,https://www.hominiscanidae.org/2025/04/materia-prima-barba-negra-depois-que.html,exact
2025 - Roça Nova - Corta Quebranto,2025,3,"3,8,9",drive.google.com,https://drive.google.com/file/d/1xx87b1AFlOG-Wek8UU2Ns7qFyZFI7kAB/view?usp=sharing,https://www.hominiscanidae.org/2025/01/roca-nova-corta-quebranto-2025.html,exact
2025 - Vitoria Faria - Vacas Exaustas,2025,3,"5,6,7",drive.google.com,https://drive.google.com/file/d/1-eX5Qb0S8Y3XQuP8-kYS003rwn1Qn9OQ/view?usp=sharing,https://www.hominiscanidae.org/2025/07/vitoria-faria-vacas-exaustas-2025.html,exact
2025 - fidaionice - Conversa Fiada,2025,3,"6,8,9",drive.google.com,https://drive.google.com/file/d/1p0Krk1pWiW7dWYkwIF6K-uJvor2SR0Ud/view?usp=sharing,https://www.hominiscanidae.org/2025/08/fidaionice-conversa-fiada-2025.html,exact
"2025 - Poesia Abstrata - Eu, o Ego e as Sombras",2025,3,"3,5,6",dropbox.com,https://www.dropbox.com/scl/fi/nyzy5elcxwaqd8czrk6ox/HOMINISCANIDAE.ORG-PA-Eu-o-Ego-e-as-Sombras-2025.rar?rlkey=9dqrzpehkeqj9orbgvpkpyma4&st=8qce7eju&dl=0,https://www.hominiscanidae.org/2026/03/poesia-abstrata-eu-o-ego-e-as-sombras.html,exact
2026 - Os Elefantes Elegantes - Sobre Dor e Outros Prazeres,2026,3,"3,9,15",dropbox.com,https://www.dropbox.com/scl/fi/gd1f2i0t4i3wc5puu8gk6/HOMINISCANIDAE.ORG-OS-EE-Sobre-Dor-e-Outros-Prazeres-2026.rar?rlkey=0ceflh0kmq01xg8vfrdo41rxv&st=di7zuyzd&dl=0,https://www.hominiscanidae.org/2026/03/os-elefantes-elegantes-sobre-dor-e.html,exact
2026 - Poty - CIDRERÊ,2026,3,"5,6,7",dropbox.com,https://www.dropbox.com/scl/fi/bqcrryzxdj9bt7kgac5wf/HOMINISCANIDAE.ORG-P_t_-CIDRER-2026.rar?rlkey=a6ccixtxcmrx6eyvufpr5llr0&st=2s6u6lk7&dl=0,https://www.hominiscanidae.org/2026/04/poty-cidrere-2026.html,exact
2026 - Sorosoro - Eu e Você ou Tudo o Que Eu Não Quero Que Você Saiba,2026,3,"7,8,9",dropbox.com,https://www.dropbox.com/scl/fi/9ebrap67zzqh9a5bxy4s6/HOMINISCANIDAE.ORG-Srsr-Eu-e-Voc-ou-Tudo-o-Que-Eu-N-o-Quero-Que-Voc-Saiba-2026.rar?rlkey=cmq61ua6715rap10u6jwvc146&st=qp1jjwhn&dl=0,https://www.hominiscanidae.org/2026/04/sorosoro-eu-e-voce-ou-tudo-o-que-eu-nao.html,exact
2009 - Lugar Nenhum - s t,2009,3,"3,4,5",lugarnenhum.net,http://www.lugarnenhum.net/lugar-nenhum-2010.zip,https://www.hominiscanidae.org/2010/09/lugar-nenhum-lugar-nenhum-ep-2010.html,exact
2007 - Juçara Marçal e Kiko Dinucci - Padê,2007,3,"7,11,13",mediafire.com,http://www.mediafire.com/download/da58w8jhfjjp7rp/jucara_marcal_encarnado.zip,https://www.hominiscanidae.org/2014/02/jucara-marcal-encarnado-2014.html,exact
2010 - Cidadão Instigado - Ao Vivo - Rec Beat Festival (2010),2010,3,"6,7,9",mediafire.com,http://www.mediafire.com/?58e9l3o1y56552s,https://www.hominiscanidae.org/2010/11/cidadao-instigado-ao-vivo-no-ronca.html,exact
2013 - Dodoka I Am A Robot But That's Ok - Glad EP,2013,3,"2,3,4",mediafire.com,http://www.mediafire.com/?w3wq146l4qz2lxu,https://www.hominiscanidae.org/2013/07/dodoka-glad-ep-2013.html,exact
"2018 - Diomedes Chinaski, Cacife Clandestino, Don L - Hominis Canidae - #HITSBR",2018,3,"12,16,26",mediafire.com,http://www.mediafire.com/file/7ud1nv4g5y533fo/Diomedes%20Chinaski%20-%20Mixtape%20Comunista%20Rico%20%282018%29.zip,https://www.hominiscanidae.org/2018/07/diomedes-chinaski-mixtape-comunista.html,exact
